,artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
4147,Sam Nielson,2.0,BOT_218t,The Boomsday Project,,2.0,49278,,,,3.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOT_218t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOT_218t_premium.gif,enUS,[{'name': 'Taunt'}],Guard Bot,Warrior,Mech,,<b>Taunt</b>,Minion,,,,
4148,,,BOTA_421,The Boomsday Project,,2.0,52371,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_421.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_421_premium.gif,enUS,,Holy Extermination,Neutral,,,Start Board Clear Puzzle 1-2.,Spell,,,,
4149,,,BOTA_319,The Boomsday Project,,2.0,52224,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_319.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_319_premium.gif,enUS,,Hostile Hoppers,Neutral,,,Start Lethal Puzzle 3-2.,Spell,,,,
4150,,,BOTA_521,The Boomsday Project,,2.0,51116,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_521.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_521_premium.gif,enUS,,It's in the Stars,Neutral,,,Start Mirror Puzzle 3-2.,Spell,,,,
4151,Konstantin Turovec,,BOT_238p3,The Boomsday Project,,2.0,49366,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOT_238p3.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOT_238p3_premium.gif,enUS,,KABOOM!,Warrior,,,<b>Hero Power</b>\nDeal $1 damage to all enemies. Swaps each turn.,Hero Power,,,,
4152,Zoltan Boros,3.0,BOT_288,The Boomsday Project,True,2.0,48480,,,Join the chemistry lab! We've got all the solutions.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_288.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_288_premium.gif,enUS,[{'name': 'Battlecry'}],Lab Recruiter,Rogue,,Common,<b>Battlecry:</b> Shuffle 3 copies of a friendly minion into your deck.,Minion,,,,
4153,Daria Tuzova,2.0,BOT_533,The Boomsday Project,True,2.0,49162,,,Electra stores her elementals in the cloud.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_533.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_533_premium.gif,enUS,[{'name': 'Battlecry'}],Menacing Nimbus,Shaman,Elemental,Common,<b>Battlecry:</b> Add a random Elemental to your hand.,Minion,,,,
4154,Vladimir Kafanov,,BOT_238p6,The Boomsday Project,,2.0,49370,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOT_238p6.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOT_238p6_premium.gif,enUS,,Micro-Squad,Warrior,,,<b>Hero Power</b>\nSummon three 1/1 Microbots.\nSwaps_each_turn.,Hero Power,,,,
4155,,,BOTA_430,The Boomsday Project,,2.0,52380,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_430.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_430_premium.gif,enUS,,No More N'Zoth,Neutral,,,Start Board Clear Puzzle 2-2.,Spell,,,,
4156,Alex Horley Orlandelli,2.0,BOT_543,The Boomsday Project,True,2.0,49175,,Neutral,"Has a side-business selling her lipstick shade, ""Omega Red.""",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_543.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_543_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Lifesteal'}]",Omega Mind,Shaman,,Epic,"[x]<b>Battlecry:</b> If you have 10\nMana Crystals, your spells\n have <b>Lifesteal</b> this turn.",Minion,,,,
4157,,,BOTA_451,The Boomsday Project,,2.0,52536,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_451.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_451_premium.gif,enUS,,Plugging Away,Neutral,,,Start Board Clear Puzzle B-2.,Spell,,,,
4158,Matt Dixon,1.0,BOT_283,The Boomsday Project,True,2.0,48471,,,"Once you hop, you just can't stop!",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_283.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_283_premium.gif,enUS,[{'name': 'Battlecry'}],Pogo-Hopper,Rogue,Mech,Rare,[x]<b>Battlecry:</b> Gain +2/+2 for\neach other Pogo-Hopper\nyou played this game.,Minion,,,,
4159,,,BOTA_328,The Boomsday Project,,2.0,52257,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_328.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_328_premium.gif,enUS,,Pride's Fall,Neutral,,,Start Lethal Puzzle 4-2.,Spell,,,,
4160,J. Paick & K. Turovec,,BOT_600,The Boomsday Project,True,2.0,48692,,,"Abstract: Analyzing systemic applications of coldlight data sets vis-a-vis shuffle-related paradigms. Conclusion: Yay, cards!",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_600.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_600_premium.gif,enUS,,Research Project,Mage,,Common,Each player draws 2_cards.,Spell,,,,
4161,,,BOTA_517,The Boomsday Project,,2.0,51080,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_517.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_517_premium.gif,enUS,,Ride the Wave,Neutral,,,Start Mirror Puzzle B-2.,Spell,,,,
4162,Steve Prescott,,BOT_067,The Boomsday Project,True,2.0,47925,,,This is the happiest moment of Grik's life. We'll miss him.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_067.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_067_premium.gif,enUS,[{'name': 'Rush'}],Rocket Boots,Warrior,,Common,Give a minion <b>Rush</b>. Draw a card.,Spell,,,,
4163,,,BOTA_650,The Boomsday Project,,2.0,52526,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_650.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_650_premium.gif,enUS,,Sharing is Caring,Neutral,,,Start Survival Puzzle B-2.,Spell,,,,
4164,,,BOTA_530,The Boomsday Project,,2.0,52648,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_530.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_530_premium.gif,enUS,,Shrinking Solutions,Neutral,,,Start Mirror Puzzle 4-2.,Spell,,,,
4165,,,BOTA_501,The Boomsday Project,,2.0,49518,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_501.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_501_premium.gif,enUS,,Smoldering Shield,Neutral,,,Start Mirror Puzzle 1-2.,Spell,,,,
4166,,,BOTA_622,The Boomsday Project,,2.0,51091,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_622.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_622_premium.gif,enUS,,Sowing Seeds,Neutral,,,Start Survival Puzzle 2-2.,Spell,,,,
4167,L Chanchai,2.0,BOT_538,The Boomsday Project,True,2.0,49170,,,He goes by Bzzzzt Aldrin.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_538.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_538_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Rush'}]",Spark Engine,Neutral,Mech,Rare,<b>Battlecry:</b> Add a \n1/1 Spark with <b>Rush</b> to_your hand.,Minion,,,,
4168,Zoltan Boros,,BOT_222,The Boomsday Project,True,2.0,48113,,Neutral,Might take a few episodes to power up.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_222.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_222_premium.gif,enUS,,Spirit Bomb,Warlock,,Common,Deal $4 damage to a minion and your hero.,Spell,,,,
4169,Arthur Gimaldinov,1.0,BOTA_242,The Boomsday Project,,2.0,51186,,,,2.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_242.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_242_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Poisonous'}]",Steel Rattler,Neutral,Mech,,<b>Magnetic</b>\n<b>Poisonous</b>,Minion,,,,
4170,,,BOTA_642,The Boomsday Project,,2.0,51170,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_642.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_642_premium.gif,enUS,,Strike Me Down,Neutral,,,Start Survival Puzzle 4-2.,Spell,,,,
4171,Brian Despain,2.0,BOT_083,The Boomsday Project,True,2.0,48034,,,Double-majoring in culinary sciences was definitely a mistake.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_083.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_083_premium.gif,enUS,[{'name': 'Battlecry'}],Toxicologist,Neutral,,Common,<b>Battlecry:</b> Give your weapon +1 Attack.,Minion,,,,
4172,,1.0,BOTA_200,The Boomsday Project,,2.0,50848,,,,2.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_200.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_200_premium.gif,enUS,[{'name': 'Battlecry'}],Undercover Reporter,Neutral,,,<b>Battlecry:</b> Choose a minion. Put two copies of it on top of your deck.,Minion,,,,
4173,,,BOTA_632,The Boomsday Project,,2.0,51112,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_632.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_632_premium.gif,enUS,,Underhanded Dealing,Neutral,,,Start Survival Puzzle 3-2.,Spell,,,,
4174,Jim Nelson,2.0,BOT_098,The Boomsday Project,True,2.0,48060,,,After a stressful work day it really needs an outlet.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_098.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_098_premium.gif,enUS,,Unpowered Mauler,Neutral,Mech,Rare,Can only attack if you cast a spell this turn.,Minion,,,,
4175,Dan Scott,1.0,BOT_309,The Boomsday Project,True,2.0,48529,,,*Awesome arm not included.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_309.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_309_premium.gif,enUS,,Upgradeable Framebot,Neutral,Mech,Common,,Minion,,,,
4176,Tyler Walpole,2.0,BOT_035,The Boomsday Project,True,2.0,47842,,,Keeps getting banned for toxic behavior.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_035.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_035_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Poisonous'}]",Venomizer,Hunter,Mech,Common,<b>Magnetic</b>\n<b>Poisonous</b>,Minion,,,,
4177,Arthur Bozonnet,2.0,BOT_443,The Boomsday Project,True,2.0,48835,,Neutral,Conclusion: Nothing there.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_443.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_443_premium.gif,enUS,[{'name': 'Deathrattle'}],Void Analyst,Warlock,Demon,Rare,<b>Deathrattle:</b> Give all Demons in your hand +1/+1.,Minion,,,,
4178,J. Paick & K. Turovec,,BOT_042,The Boomsday Project,True,2.0,47860,,,Harrison Jones was kicked off this project.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_042.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_042_premium.gif,enUS,,Weapons Project,Warrior,,Common,Each player equips a 2/3 Weapon and\ngains 6 Armor.,Spell,,,,
4179,A. J. Nazzaro,2.0,BOT_431,The Boomsday Project,True,2.0,48700,,,She's on a bomb voyage.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_431.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_431_premium.gif,enUS,[{'name': 'Battlecry'}],Whirliglider,Neutral,,Common,<b>Battlecry:</b> Summon a 0/2_Goblin Bomb.,Minion,,,,
4180,Konstantin Turovec,,BOT_238p1,The Boomsday Project,,2.0,49364,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOT_238p1.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOT_238p1_premium.gif,enUS,,Zap Cannon,Warrior,,,<b>Hero Power</b>\nDeal $3 damage.\nSwaps each turn.,Hero Power,,,,
4181,,,BOTA_320,The Boomsday Project,,3.0,52225,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_320.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_320_premium.gif,enUS,,A Corrupted Spirit,Neutral,,,Start Lethal Puzzle 3-3.,Spell,,,,
4182,,,BOTA_439,The Boomsday Project,,3.0,52390,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_439.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_439_premium.gif,enUS,,A Warrior's Weapons,Neutral,,,Start Board Clear Puzzle 3-3.,Spell,,,,
4183,Luca Zontini,3.0,BOT_559,The Boomsday Project,True,3.0,49269,,,"Her friends call her ""Shuffleupugus"".",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_559.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_559_premium.gif,enUS,,Augmented Elekk,Neutral,Beast,Epic,"Whenever you shuffle a card into a deck, shuffle in_an extra copy.",Minion,,,,
4184,,,BOTA_303,The Boomsday Project,,3.0,51678,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_303.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_303_premium.gif,enUS,,Battle Boar,Neutral,,,Start Lethal Puzzle 1-3.,Spell,,,,
4185,Alex Horley Orlandelli,3.0,BOT_413,The Boomsday Project,True,3.0,48544,,Neutral,Her hair was always like that.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_413.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_413_premium.gif,enUS,[{'name': 'Battlecry'}],Brainstormer,Neutral,,Common,[x]<b>Battlecry:</b> Gain +1 Health\nfor each spell in your hand.,Minion,,,,
4186,Ursula Dorada,1.0,BOT_021,The Boomsday Project,True,3.0,47781,,,"""You have my shield! And the rest of me too.""",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_021.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_021_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Magnetic'}]",Bronze Gatekeeper,Neutral,Mech,Common,<b>Magnetic</b>\n<b>Taunt</b>,Minion,,,,
4187,,,BOTA_613,The Boomsday Project,,3.0,51060,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_613.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_613_premium.gif,enUS,,Cleansing Corruption,Neutral,,,Start Survival Puzzle 1-3.,Spell,,,,
4188,,,BOTA_431,The Boomsday Project,,3.0,52381,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_431.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_431_premium.gif,enUS,,Contamination!,Neutral,,,Start Board Clear Puzzle 2-3.,Spell,,,,
4189,Anton Zemskov,3.0,BOTA_212,The Boomsday Project,,3.0,50882,,,,3.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_212.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_212_premium.gif,enUS,,Cure-All,Neutral,Mech,,"Whenever a minion is healed, deal 2 damage to the enemy hero.",Minion,,,,
4190,Dave Allsop,2.0,BOT_224,The Boomsday Project,True,3.0,48116,,Neutral,What's worse than finding two imps in your lab? Only finding one of them.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_224.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_224_premium.gif,enUS,[{'name': 'Battlecry'}],Doubling Imp,Warlock,Demon,Common,<b>Battlecry:</b> Summon a copy of this minion.,Minion,,,,
4191,,,BOTA_511,The Boomsday Project,,3.0,50157,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_511.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_511_premium.gif,enUS,,Dragonslayer,Neutral,,,Start Mirror Puzzle 2-3.,Spell,,,,
4192,L. Lullabi & K. Turovec,3.0,BOT_411,The Boomsday Project,True,3.0,48537,,,"""The coin? You used me for THE COIN!?""",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_411.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_411_premium.gif,enUS,[{'name': 'Battlecry'}],Electra Stormsurge,Shaman,Elemental,Legendary,<b>Battlecry:</b> Your next spell this turn casts twice.,Minion,True,,,
4193,Cicily He,3.0,BOT_550,The Boomsday Project,True,3.0,49188,,,Carefully assembled from two Electrowrongs.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_550.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_550_premium.gif,enUS,[{'name': 'Battlecry'}],Electrowright,Neutral,,Common,"<b>Battlecry:</b> If you're holding a spell that costs (5) or more, gain +1/+1.",Minion,,,,
4194,Nicola Saviori,,BOT_219,The Boomsday Project,True,3.0,48101,,,All the better to hug you with!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_219.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_219_premium.gif,enUS,,Extra Arms,Priest,,Rare,[x]Give a minion +2/+2.\nAdd 'More Arms!' to your\nhand that gives +2/+2.,Spell,,,,
4195,,,BOTA_643,The Boomsday Project,,3.0,51168,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_643.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_643_premium.gif,enUS,,For Me?,Neutral,,,Start Survival Puzzle 4-3.,Spell,,,,
4196,James Ryman,5.0,BOTA_210,The Boomsday Project,,3.0,50880,,,,2.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_210.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_210_premium.gif,enUS,[{'name': 'Aura'}],Galvanized Golem,Neutral,,,Your 1-Attack minions cost (1) less.,Minion,,,,
4197,,,BOTA_446,The Boomsday Project,,3.0,52397,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_446.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_446_premium.gif,enUS,,Grumble's Rumble,Neutral,,,Start Board Clear Puzzle 4-3.,Spell,,,,
4198,,,BOTA_518,The Boomsday Project,,3.0,51081,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_518.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_518_premium.gif,enUS,,Hello Darkness,Neutral,,,Start Mirror Puzzle B-3.,Spell,,,,
4199,,,BOTA_311,The Boomsday Project,,3.0,51755,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_311.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_311_premium.gif,enUS,,Hot Potato,Neutral,,,Start Lethal Puzzle 2-3.,Spell,,,,
4200,,,BOTA_502,The Boomsday Project,,3.0,49520,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_502.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_502_premium.gif,enUS,,In a Flash,Neutral,,,Start Mirror Puzzle 1-3.,Spell,,,,
4201,Slawomir Maniak,1.0,BOTA_231,The Boomsday Project,,3.0,51481,,,,1.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_231.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_231_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",Incubator,Neutral,Mech,,<b>Battlecry:</b> Choose a minion.\n<b>Deathrattle:</b> Summon a copy of it.,Minion,,,,
4202,Tyler West Studio,2.0,BOT_606,The Boomsday Project,True,3.0,49279,,,More Boom for your buck.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_606.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_606_premium.gif,enUS,[{'name': 'Deathrattle'}],Kaboom Bot,Neutral,Mech,Common,<b>Deathrattle:</b> Deal 4_damage to a random enemy minion.,Minion,,,,
4203,,,BOTA_329,The Boomsday Project,,3.0,52258,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_329.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_329_premium.gif,enUS,,Keepers of the Gate,Neutral,,,Start Lethal Puzzle 4-3.,Spell,,,,
4204,Sam Hogg,,BOT_420,The Boomsday Project,True,3.0,48607,,Neutral,We'll put a happy tree right here... and give him a little friend.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_420.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_420_premium.gif,enUS,,Landscaping,Druid,,Common,Summon two 2/2 Treants.,Spell,,,,
4205,,,BOTA_623,The Boomsday Project,,3.0,51092,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_623.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_623_premium.gif,enUS,,Mechanical Medic,Neutral,,,Start Survival Puzzle 2-3.,Spell,,,,
4206,Vladimir Kafanov,2.0,BOT_535,The Boomsday Project,True,3.0,49164,,Neutral,"Best-selling author of ""How to Make Friends You Completely Control.""",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_535.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_535_premium.gif,enUS,[{'name': 'Battlecry'}],Microtech Controller,Neutral,,Common,<b>Battlecry:</b> Summon two 1/1 Microbots.,Minion,,,,
4207,Nicola Saviori,,BOT_219t,The Boomsday Project,,3.0,50657,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOT_219t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOT_219t_premium.gif,enUS,,More Arms!,Priest,,,Give a minion +2/+2.,Spell,,,,
4208,Vlad Botos,3.0,BOT_286,The Boomsday Project,True,3.0,48478,2.0,,Grab death by the handle.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_286.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_286_premium.gif,enUS,[{'name': 'Deathrattle'}],Necrium Blade,Rogue,,Rare,<b>Deathrattle:</b> Trigger the <b>Deathrattle</b> of a random friendly minion.,Weapon,,,,
4209,,,BOTA_522,The Boomsday Project,,3.0,51117,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_522.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_522_premium.gif,enUS,,Nether Side Up,Neutral,,,Start Mirror Puzzle 3-3.,Spell,,,,
4210,Nicola Saviori,1.0,BOT_226,The Boomsday Project,True,3.0,48298,,,Why did the demon cross the streams? To get to The Other Side.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_226.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_226_premium.gif,enUS,[{'name': 'Battlecry'}],Nethersoul Buster,Warlock,Demon,Rare,<b>Battlecry:</b> Gain +1 Attack for each damage your hero has taken this turn.,Minion,,,,
4211,,,BOTA_336,The Boomsday Project,,3.0,52521,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_336.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_336_premium.gif,enUS,,Never Go Full Northshire,Neutral,,,Start Lethal Puzzle B-3.,Spell,,,,
4212,James Ryman,3.0,BOT_216,The Boomsday Project,True,3.0,48099,,,She feels waiting for healing makes you appreciate it more.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_216.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_216_premium.gif,enUS,[{'name': 'Battlecry'}],Omega Medic,Priest,,Rare,"<b>Battlecry:</b> If you have 10 Mana Crystals, restore #10 Health to your hero.",Minion,,,,
4213,,,BOTA_531,The Boomsday Project,,3.0,52650,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_531.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_531_premium.gif,enUS,,Perfect Patrons,Neutral,,,Start Mirror Puzzle 4-3.,Spell,,,,
4214,,,BOTA_633,The Boomsday Project,,3.0,51113,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_633.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_633_premium.gif,enUS,,Pesky Priest,Neutral,,,Start Survival Puzzle 3-3.,Spell,,,,
4215,Arthur Bozonnet,,BOTA_603,The Boomsday Project,,3.0,51133,,,,4.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/BOTA_603.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/BOTA_603_premium.gif,enUS,[{'name': 'Deathrattle'}],Soul Repressor,Warlock,Mech,,<b>Deathrattle:</b> Put the lowest Cost Demon from your hand into the battlefield.,Minion,,,,
4216,Nicola Saviori,2.0,BOT_251,The Boomsday Project,True,3.0,48185,,,"Wrecks a dude, any size. Catches thieves, eats those guys. Look out! Here comes a Spider Bomb!",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_251.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_251_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Deathrattle'}]",Spider Bomb,Hunter,Mech,Rare,<b>Magnetic</b>\n<b>Deathrattle:</b> Destroy a random_enemy_minion.,Minion,,,,
4217,L. Lullabi & K. Turovec,2.0,BOT_308,The Boomsday Project,True,3.0,48505,,,"Proper grammar would be ""sprung rocket.""",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_308.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_308_premium.gif,enUS,[{'name': 'Battlecry'}],Spring Rocket,Neutral,Mech,Common,<b>Battlecry:</b> Deal 2 damage.,Minion,,,,
4218,L. Lullabi & K. Turovec,2.0,BOT_103,The Boomsday Project,True,3.0,47982,,,She's Dr. Boom's right-hand mage.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_103.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_103_premium.gif,enUS,,Stargazer Luna,Mage,,Legendary,"After you play the\nright-most card in your hand, draw a card.",Minion,True,,,
