artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
Dan Scott,1.0,BOT_309,The Boomsday Project,True,2.0,48529,,,*Awesome arm not included.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_309.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_309_premium.gif,enUS,,Upgradeable Framebot,Neutral,Mech,Common,,Minion,,,,
Tyler Walpole,2.0,BOT_035,The Boomsday Project,True,2.0,47842,,,Keeps getting banned for toxic behavior.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_035.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_035_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Poisonous'}]",Venomizer,Hunter,Mech,Common,<b>Magnetic</b>\n<b>Poisonous</b>,Minion,,,,
Arthur Bozonnet,2.0,BOT_443,The Boomsday Project,True,2.0,48835,,Neutral,Conclusion: Nothing there.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_443.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_443_premium.gif,enUS,[{'name': 'Deathrattle'}],Void Analyst,Warlock,Demon,Rare,<b>Deathrattle:</b> Give all Demons in your hand +1/+1.,Minion,,,,
J. Paick & K. Turovec,,BOT_042,The Boomsday Project,True,2.0,47860,,,Harrison Jones was kicked off this project.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_042.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_042_premium.gif,enUS,,Weapons Project,Warrior,,Common,Each player equips a 2/3 Weapon and\ngains 6 Armor.,Spell,,,,
A. J. Nazzaro,2.0,BOT_431,The Boomsday Project,True,2.0,48700,,,She's on a bomb voyage.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_431.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_431_premium.gif,enUS,[{'name': 'Battlecry'}],Whirliglider,Neutral,,Common,<b>Battlecry:</b> Summon a 0/2_Goblin Bomb.,Minion,,,,
Luca Zontini,3.0,BOT_559,The Boomsday Project,True,3.0,49269,,,"Her friends call her ""Shuffleupugus"".",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_559.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_559_premium.gif,enUS,,Augmented Elekk,Neutral,Beast,Epic,"Whenever you shuffle a card into a deck, shuffle in_an extra copy.",Minion,,,,
Alex Horley Orlandelli,3.0,BOT_413,The Boomsday Project,True,3.0,48544,,Neutral,Her hair was always like that.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_413.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_413_premium.gif,enUS,[{'name': 'Battlecry'}],Brainstormer,Neutral,,Common,[x]<b>Battlecry:</b> Gain +1 Health\nfor each spell in your hand.,Minion,,,,
Ursula Dorada,1.0,BOT_021,The Boomsday Project,True,3.0,47781,,,"""You have my shield! And the rest of me too.""",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_021.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_021_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Magnetic'}]",Bronze Gatekeeper,Neutral,Mech,Common,<b>Magnetic</b>\n<b>Taunt</b>,Minion,,,,
Dave Allsop,2.0,BOT_224,The Boomsday Project,True,3.0,48116,,Neutral,What's worse than finding two imps in your lab? Only finding one of them.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_224.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_224_premium.gif,enUS,[{'name': 'Battlecry'}],Doubling Imp,Warlock,Demon,Common,<b>Battlecry:</b> Summon a copy of this minion.,Minion,,,,
L. Lullabi & K. Turovec,3.0,BOT_411,The Boomsday Project,True,3.0,48537,,,"""The coin? You used me for THE COIN!?""",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_411.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_411_premium.gif,enUS,[{'name': 'Battlecry'}],Electra Stormsurge,Shaman,Elemental,Legendary,<b>Battlecry:</b> Your next spell this turn casts twice.,Minion,True,,,
Cicily He,3.0,BOT_550,The Boomsday Project,True,3.0,49188,,,Carefully assembled from two Electrowrongs.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_550.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_550_premium.gif,enUS,[{'name': 'Battlecry'}],Electrowright,Neutral,,Common,"<b>Battlecry:</b> If you're holding a spell that costs (5) or more, gain +1/+1.",Minion,,,,
Nicola Saviori,,BOT_219,The Boomsday Project,True,3.0,48101,,,All the better to hug you with!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_219.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_219_premium.gif,enUS,,Extra Arms,Priest,,Rare,[x]Give a minion +2/+2.\nAdd 'More Arms!' to your\nhand that gives +2/+2.,Spell,,,,
Tyler West Studio,2.0,BOT_606,The Boomsday Project,True,3.0,49279,,,More Boom for your buck.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_606.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_606_premium.gif,enUS,[{'name': 'Deathrattle'}],Kaboom Bot,Neutral,Mech,Common,<b>Deathrattle:</b> Deal 4_damage to a random enemy minion.,Minion,,,,
Sam Hogg,,BOT_420,The Boomsday Project,True,3.0,48607,,Neutral,We'll put a happy tree right here... and give him a little friend.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_420.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_420_premium.gif,enUS,,Landscaping,Druid,,Common,Summon two 2/2 Treants.,Spell,,,,
Vladimir Kafanov,2.0,BOT_535,The Boomsday Project,True,3.0,49164,,Neutral,"Best-selling author of ""How to Make Friends You Completely Control.""",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_535.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_535_premium.gif,enUS,[{'name': 'Battlecry'}],Microtech Controller,Neutral,,Common,<b>Battlecry:</b> Summon two 1/1 Microbots.,Minion,,,,
Vlad Botos,3.0,BOT_286,The Boomsday Project,True,3.0,48478,2.0,,Grab death by the handle.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_286.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_286_premium.gif,enUS,[{'name': 'Deathrattle'}],Necrium Blade,Rogue,,Rare,<b>Deathrattle:</b> Trigger the <b>Deathrattle</b> of a random friendly minion.,Weapon,,,,
Nicola Saviori,1.0,BOT_226,The Boomsday Project,True,3.0,48298,,,Why did the demon cross the streams? To get to The Other Side.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_226.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_226_premium.gif,enUS,[{'name': 'Battlecry'}],Nethersoul Buster,Warlock,Demon,Rare,<b>Battlecry:</b> Gain +1 Attack for each damage your hero has taken this turn.,Minion,,,,
James Ryman,3.0,BOT_216,The Boomsday Project,True,3.0,48099,,,She feels waiting for healing makes you appreciate it more.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_216.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_216_premium.gif,enUS,[{'name': 'Battlecry'}],Omega Medic,Priest,,Rare,"<b>Battlecry:</b> If you have 10 Mana Crystals, restore #10 Health to your hero.",Minion,,,,
Nicola Saviori,2.0,BOT_251,The Boomsday Project,True,3.0,48185,,,"Wrecks a dude, any size. Catches thieves, eats those guys. Look out! Here comes a Spider Bomb!",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_251.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_251_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Deathrattle'}]",Spider Bomb,Hunter,Mech,Rare,<b>Magnetic</b>\n<b>Deathrattle:</b> Destroy a random_enemy_minion.,Minion,,,,
L. Lullabi & K. Turovec,2.0,BOT_308,The Boomsday Project,True,3.0,48505,,,"Proper grammar would be ""sprung rocket.""",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_308.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_308_premium.gif,enUS,[{'name': 'Battlecry'}],Spring Rocket,Neutral,Mech,Common,<b>Battlecry:</b> Deal 2 damage.,Minion,,,,
L. Lullabi & K. Turovec,2.0,BOT_103,The Boomsday Project,True,3.0,47982,,,She's Dr. Boom's right-hand mage.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_103.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_103_premium.gif,enUS,,Stargazer Luna,Mage,,Legendary,"After you play the\nright-most card in your hand, draw a card.",Minion,True,,,
Alex Horley Orlandelli,,BOT_084,The Boomsday Project,True,3.0,48035,,,Elite Tauren Chieftain's next hit single.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_084.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_084_premium.gif,enUS,[{'name': 'Deathrattle'}],Violet Haze,Rogue,,Common,Add 2 random <b>Deathrattle</b> cards to_your hand.,Spell,,,,
Konstantin Turovec,,BOT_087,The Boomsday Project,True,4.0,48040,,Neutral,The tenth Pyroblast really felt like overkill.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_087.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_087_premium.gif,enUS,,Academic Espionage,Rogue,,Epic,Shuffle 10 cards from your opponent's class into your deck. They_cost (1).,Spell,,,,
Matt Dixon,2.0,BOT_911,The Boomsday Project,True,4.0,48993,,,Every ten seconds it asks if you want to update.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_911.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_911_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Divine Shield'}, {'name': 'Taunt'}]",Annoy-o-Module,Paladin,Mech,Rare,<b>Magnetic</b>\n<b>Divine Shield</b>\n<b>Taunt</b>,Minion,,,,
Anton Kagounkin,2.0,BOT_565,The Boomsday Project,True,4.0,49361,,Neutral,"""Well we HAD it contained. Then you went and gave it legs!""",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_565.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_565_premium.gif,enUS,"[{'name': 'Deathrattle'}, {'name': 'Rush'}, {'name': 'Poisonous'}]",Blightnozzle Crawler,Rogue,Mech,Rare,<b>Deathrattle:</b> Summon a 1/1 Ooze with <b>Poisonous</b> and <b>Rush</b>.,Minion,,,,
Steve Prescott,4.0,BOT_562,The Boomsday Project,True,4.0,49233,,Horde,It was fitting in fine until it gathered nuts <i>and</i> bolts.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_562.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_562_premium.gif,enUS,"[{'name': 'Stealth'}, {'name': 'Battlecry'}]",Coppertail Imposter,Neutral,Mech,Common,<b>Battlecry:</b> Gain <b>Stealth</b> until your next turn.,Minion,,,,
Konstantin Turovec,4.0,BOT_604,The Boomsday Project,True,4.0,49045,,,"INGREDIENTS: STAR-STUFF, \nBLUE #1, NATURAL AND ARTIFICIAL FLAVORS.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_604.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_604_premium.gif,enUS,[{'name': 'Spell Damage'}],Cosmic Anomaly,Mage,Elemental,Common,<b>Spell Damage +2</b>,Minion,,,,
Jim Nelson,3.0,BOT_532,The Boomsday Project,True,4.0,49161,,Horde,"When it absolutely, positively, has to blow up overnight.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_532.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_532_premium.gif,enUS,[{'name': 'Battlecry'}],Explodinator,Neutral,Mech,Common,<b>Battlecry:</b> Summon two 0/2 Goblin Bombs.,Minion,,,,
Max Grecke,3.0,BOT_434,The Boomsday Project,True,4.0,48757,,,"Of all the scientists, he has the most knowledge (when measured in volume).",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_434.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_434_premium.gif,enUS,,Flobbidinous Floop,Druid,,Legendary,"While in your hand, this is a 3/4 copy of the last minion you played.",Minion,True,,,
Konstantin Turovec,5.0,BOT_555,The Boomsday Project,True,4.0,49201,,Neutral,"She wanders realities, taking on many forms. One was a unicorn princess.",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_555.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_555_premium.gif,enUS,[{'name': 'Stealth'}],Harbinger Celestia,Neutral,,Legendary,"[x]<b>Stealth</b>\nAfter your opponent plays\na minion, become a\ncopy of it.",Minion,True,,,
Jason Kang,,BOT_404,The Boomsday Project,True,4.0,48524,,,It's not juicy at all. IT'S JUST MESSING WITH YOUR HEAD.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_404.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_404_premium.gif,enUS,,Juicy Psychmelon,Druid,,Epic,"Draw a 7, 8, 9, and\n10-Cost minion\n from your deck.",Spell,,,,
Jim Nelson,2.0,BOT_296,The Boomsday Project,True,4.0,48508,,,"""Surrender. You have 10 mana to comply.""",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_296.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_296_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Omega Defender,Neutral,,Epic,"[x]<b>Taunt</b>\n<b>Battlecry:</b> If you have\n10 Mana Crystals,\ngain +10 Attack.",Minion,,,,
L. Lullabi & K. Turovec,4.0,BOT_267,The Boomsday Project,True,4.0,48223,,,New facial recognition systems keep out the Lorewalkers and Doomsayers.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_267.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_267_premium.gif,enUS,[{'name': 'Deathrattle'}],Piloted Reaper,Neutral,Mech,Common,<b>Deathrattle:</b> Summon a random minion from\nyour hand that costs (2) or less.,Minion,,,,
Cicily He,,BOT_436,The Boomsday Project,True,4.0,48764,,,Mined exclusively from the dark side of the moon.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_436.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_436_premium.gif,enUS,,Prismatic Lens,Paladin,,Epic,Draw a minion and a spell from your deck. Swap their Costs.,Spell,,,,
Vladimir Kafanov,3.0,BOT_312,The Boomsday Project,True,4.0,48536,,,It's a car!\n*Whomp whomp whomp*\nIt's a robot!\n*Whomp whom-CRUNCH*\nIt's… three.. smaller robots!,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_312.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_312_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Deathrattle'}]",Replicating Menace,Neutral,Mech,Rare,<b>Magnetic</b>\n<b>Deathrattle:</b> Summon three 1/1 Microbots.,Minion,,,,
Jim Nelson,5.0,BOT_603,The Boomsday Project,True,4.0,48890,,,Rage alongside the machine.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_603.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_603_premium.gif,enUS,[{'name': 'Rush'}],Steel Rager,Neutral,Mech,Common,<b>Rush</b>,Minion,,,,
Luca Zontini,3.0,BOT_291,The Boomsday Project,True,4.0,48490,,,Best drank after a stiff gale.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_291.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_291_premium.gif,enUS,[{'name': 'Battlecry'}],Storm Chaser,Shaman,Elemental,Rare,<b>Battlecry:</b> Draw a spell from your deck that costs_(5) or more.,Minion,,,,
Mike Sass,3.0,BOT_407,The Boomsday Project,True,4.0,48527,,Neutral,Most of his friends are still Metalheads.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_407.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_407_premium.gif,enUS,"[{'name': 'Overload'}, {'name': 'Rush'}]",Thunderhead,Shaman,Elemental,Epic,"[x]After you play a card with\n<b>Overload</b>, summon two\n1/1 Sparks with <b>Rush</b>.",Minion,,,,
Jakub Kasper,,BOT_254,The Boomsday Project,True,4.0,48803,,,Sometimes science is more art than science. A lot of people don’t get that.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_254.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_254_premium.gif,enUS,,Unexpected Results,Mage,,Epic,[x]Summon two random\n$2-Cost minions <i>(improved\nby <b>Spell Damage</b>)</i>.,Spell,,,,
Matt Dixon,4.0,BOT_401,The Boomsday Project,True,4.0,48518,,,It'll be fine.  It's not like they have any reason to hate us.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_401.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_401_premium.gif,enUS,[{'name': 'Deathrattle'}],Weaponized Piñata,Neutral,Mech,Epic,<b>Deathrattle:</b> Add a random <b>Legendary</b> minion to your_hand.,Minion,,,,
Matt Dixon,4.0,BOT_914,The Boomsday Project,True,4.0,50477,,,From the prestigious Westfall Wonderfuls.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_914.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_914_premium.gif,enUS,,Whizbang the Wonderful,Neutral,,Legendary,You start the game with one of Whizbang's Wonderful Decks!,Minion,True,,,
Max Grecke,4.0,BOT_576,The Boomsday Project,True,5.0,49494,,,"You don't have to be crazy to work here, but it helps.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_576.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_576_premium.gif,enUS,[{'name': 'Combo'}],Crazed Chemist,Rogue,,Common,<b>Combo:</b> Give a friendly minion +4 Attack.,Minion,,,,
Mauricio Herrera,3.0,BOT_104,The Boomsday Project,True,5.0,48542,,,Star player on the inter-office Boomball team.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_104.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_104_premium.gif,enUS,[{'name': 'Battlecry'}],Dyn-o-matic,Warrior,Mech,Rare,<b>Battlecry:</b> Deal 5 damage randomly split among all minions_except_Mechs.,Minion,,,,
Mauricio Herrera,3.0,BOT_540,The Boomsday Project,True,5.0,49172,,,"""I said this looks like a job for me\nSo everybody just follow me\n'Cause we need a little E.M.P.\n'Cause it feels so mechy without me…""",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_540.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_540_premium.gif,enUS,[{'name': 'Battlecry'}],E.M.P. Operative,Neutral,,Epic,<b>Battlecry:</b> Destroy a Mech.,Minion,,,,
J. Axer,3.0,BOT_280,The Boomsday Project,True,5.0,48415,,,"Help me, worthy opponent. You're my only hope.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_280.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_280_premium.gif,enUS,,Holomancer,Neutral,,Epic,"After your opponent plays a minion, summon a 1/1_copy of it.",Minion,,,,
Peter Stapleton,6.0,BOT_544,The Boomsday Project,True,5.0,49176,,,You leave Deathstalker Rexxar alone in the lab for TWO minutes…,6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_544.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_544_premium.gif,enUS,[{'name': 'Battlecry'}],Loose Specimen,Neutral,Beast,Epic,<b>Battlecry:</b> Deal 6 damage randomly split among other friendly minions.,Minion,,,,
Hideaki Takamura,0.0,BOT_537,The Boomsday Project,True,5.0,49169,,,When you need more iron in your diet.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_537.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_537_premium.gif,enUS,[{'name': 'Deathrattle'}],Mechano-Egg,Paladin,Mech,Common,<b>Deathrattle:</b> Summon an 8/8 Robosaur.,Minion,,,,
Slawomir Maniak,4.0,BOT_243,The Boomsday Project,True,5.0,48159,,,"On her first day on the job, Myra removed the smoke detectors.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_243.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_243_premium.gif,enUS,"[{'name': 'Deathrattle'}, {'name': 'Battlecry'}, {'name': 'Discover'}]",Myra Rotspring,Rogue,,Legendary,[x]<b>Battlecry:</b> <b>Discover</b> a\n<b>Deathrattle</b> minion. Also\ngain its <b>Deathrattle</b>.,Minion,True,,,
Arthur Gimaldinov,,BOT_242,The Boomsday Project,True,5.0,48487,,Neutral,What could go wrong?,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_242.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_242_premium.gif,enUS,,Myra's Unstable Element,Rogue,,Legendary,Draw the rest of\nyour deck.,Spell,True,,,
Vlad Botos,0.0,BOT_508,The Boomsday Project,True,5.0,48748,,,Two near-death experiences for the price of one!,0.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_508.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_508_premium.gif,enUS,[{'name': 'Deathrattle'}],Necrium Vial,Rogue,,Epic,Trigger a friendly minion's <b>Deathrattle</b> twice.,Spell,,,,
Dany Orizio,3.0,BOT_039,The Boomsday Project,True,5.0,47856,,,"If at first you don't succeed, die, die again.",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_039.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_039_premium.gif,enUS,"[{'name': 'Deathrattle'}, {'name': 'Aura'}]",Necromechanic,Hunter,,Epic,Your <b>Deathrattles</b> trigger twice.,Minion,,,,
James Ryman,4.0,BOT_536,The Boomsday Project,True,5.0,49167,,,"They don't just find the truth. They give it a ten second head start, then hunt it down.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_536.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_536_premium.gif,enUS,[{'name': 'Battlecry'}],Omega Agent,Warlock,,Epic,"[x]<b>Battlecry:</b> If you have 10\nMana Crystals, summon\n_2 copies of this minion.",Minion,,,,
Brian Despain,,BOT_529,The Boomsday Project,True,5.0,49013,,,"Available as a bundle, along with Power Words: Detonate, Animate, Annihilate, and Paper Weight.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_529.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_529_premium.gif,enUS,,Power Word: Replicate,Priest,,Epic,Choose a friendly minion. Summon a 5/5 copy of it.,Spell,,,,
Zoltan Boros,4.0,BOT_566,The Boomsday Project,True,5.0,49416,,,It's hard to call her reckless when it's clear she knows what she's doing.,6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_566.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_566_premium.gif,enUS,"[{'name': 'Aura'}, {'name': 'Deathrattle'}]",Reckless Experimenter,Priest,,Epic,"[x]<b>Deathrattle</b> minions you\nplay cost (3) less, but die\nat the end of the turn.",Minion,,,,
Sean McNally,2.0,BOT_050,The Boomsday Project,True,5.0,47888,,,"Ironic. It could recycle others, but not itself.",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_050.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_050_premium.gif,enUS,"[{'name': 'Lifesteal'}, {'name': 'Taunt'}]",Rusty Recycler,Neutral,Mech,Common,<b>Taunt</b>\n<b>Lifesteal</b>,Minion,,,,
Ivan Fomin,5.0,BOT_511,The Boomsday Project,True,5.0,48753,,,"Dress for the bomb you want, not the bomb you have.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_511.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_511_premium.gif,enUS,[{'name': 'Battlecry'}],Seaforium Bomber,Neutral,,Epic,"[x]<b>Battlecry:</b> Shuffle a Bomb\ninto your opponent's deck.\nWhen drawn, it explodes\nfor 5 damage.",Minion,,,,
Jiajun Tian,,BOT_234,The Boomsday Project,True,5.0,48644,,Neutral,Actually works by enlarging the rest of the world.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_234.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_234_premium.gif,enUS,,Shrink Ray,Paladin,,Rare,Set the Attack and Health of all minions\nto 1.,Spell,,,,
Dany Orizio,4.0,BOT_573,The Boomsday Project,True,5.0,49447,,,The original clever girl.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_573.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_573_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Secret'}]",Subject 9,Neutral,Beast,Legendary,<b>Battlecry:</b> Draw 5 different <b>Secrets</b> from your deck.,Minion,True,,,
Jason Kang,1.0,BOT_406,The Boomsday Project,True,5.0,48526,3.0,,Boom's Second Law of Motion:\nHIT IT VERY HARD!,0.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_406.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_406_premium.gif,enUS,,Supercollider,Warrior,,Epic,"[x]After you attack a minion,\nforce it to attack one\nof its neighbors.",Weapon,,,,
Dave Allsop,5.0,BOT_563,The Boomsday Project,True,5.0,49356,,,WAR! GEAR! What is it good for?,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_563.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_563_premium.gif,enUS,[{'name': 'Magnetic'}],Wargear,Neutral,Mech,Common,<b>Magnetic</b>,Minion,,,,
L. Lullabi & K. Turovec,3.0,BOT_548,The Boomsday Project,True,5.0,49184,,,"Everything but the kitchen sink. Oh wait, there's one on his back.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/BOT_548.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/BOT_548_premium.gif,enUS,"[{'name': 'Magnetic'}, {'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Lifesteal'}, {'name': 'Rush'}]",Zilliax,Neutral,Mech,Legendary,"<b>Magnetic</b>\n<b><b>Divine Shield</b>, <b>Taunt</b>, Lifesteal, Rush</b>",Minion,True,,,
