attack,cardId,cardSet,cost,durability,faction,health,mechanics,name,playerClass,race,rarity,text,type,armor,attack_true,durability_true,health_true,armor_true
6.0,GIL_820,The Witchwood,9.0,,Neutral,6.0,[{'name': 'Battlecry'}],Shudderwock,Shaman,General,Legendary,[x]<b>Battlecry:</b> Repeat all other\n<b>Battlecries</b> from cards you\nplayed this game <i>(targets\nchosen randomly)</i>.,Minion,,1,0,1,0
8.0,GIL_128,The Witchwood,10.0,,Neutral,8.0,[{'name': 'Battlecry'}],Emeriss,Hunter,Dragon,Legendary,<b>Battlecry:</b> Double the Attack and Health of all minions in_your hand.,Minion,,1,0,1,0
0.0,BOT_246,The Boomsday Project,0.0,,Neutral,0.0,[{'name': 'Overload'}],Beakered Lightning,Shaman,General,Common,Deal $1 damage to all minions. <b>Overload:</b> (2),Spell,,1,0,1,0
,BOT_517,The Boomsday Project,0.0,,Neutral,,,Topsy Turvy,Priest,General,Common,Swap a minion's Attack and Health.,Spell,,0,0,0,0
,BOT_908,The Boomsday Project,1.0,,Neutral,,"[{'name': 'Secret'}, {'name': 'Divine Shield'}]",Autodefense Matrix,Paladin,General,Common,"<b>Secret:</b> When one of your minions is attacked, give it <b>Divine Shield</b>.",Spell,,0,0,0,0
,BOT_054,The Boomsday Project,1.0,,Neutral,,,Biology Project,Druid,General,Common,Each player gains 2_Mana Crystals.,Spell,,0,0,0,0
1.0,BOT_447,The Boomsday Project,1.0,,Neutral,3.0,[{'name': 'Battlecry'}],Crystallizer,Neutral,General,Epic,[x]<b>Battlecry:</b> Deal 5 damage\nto your hero. Gain 5 Armor.,Minion,,1,0,1,0
1.0,BOT_059,The Boomsday Project,1.0,,Neutral,3.0,,Eternium Rover,Warrior,Mech,Common,"Whenever this minion takes damage, gain 2_Armor.",Minion,,1,0,1,0
1.0,BOT_079,The Boomsday Project,1.0,,Neutral,1.0,[{'name': 'Battlecry'}],Faithful Lumi,Neutral,Mech,Common,<b>Battlecry:</b> Give a friendly Mech +1/+1.,Minion,,1,0,1,0
,BOT_444,The Boomsday Project,1.0,,Neutral,,,Floop's Glorious Gloop,Druid,General,Legendary,"Whenever a minion dies this turn, gain 1 Mana Crystal this turn only.",Spell,,0,0,0,0
1.0,BOT_906,The Boomsday Project,1.0,,Neutral,3.0,[{'name': 'Magnetic'}],Glow-Tron,Paladin,Mech,Common,<b>Magnetic</b>,Minion,,1,0,1,0
0.0,BOT_031,The Boomsday Project,1.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Goblin Bomb,Neutral,Mech,Common,[x]<b>Deathrattle:</b> Deal 2 damage\nto the enemy hero.,Minion,,1,0,1,0
1.0,BOT_445,The Boomsday Project,1.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Mecharoo,Neutral,Mech,Common,<b>Deathrattle:</b> Summon a 1/1 Jo-E Bot.,Minion,,1,0,1,0
,BOT_299,The Boomsday Project,1.0,,Neutral,,[{'name': 'Discover'}],Omega Assembly,Warrior,General,Rare,"[x]<b>Discover</b> a Mech. If you\nhave 10 Mana Crystals,\nkeep all 3 cards.",Spell,,0,0,0,0
0.0,BOT_402,The Boomsday Project,1.0,,Neutral,0.0,"[{'name': 'Secret'}, {'name': 'Discover'}]",Secret Plan,Hunter,General,Common,<b>Discover</b> a <b>Secret</b>.,Spell,,1,0,1,0
,BOT_453,The Boomsday Project,1.0,,Neutral,,,Shooting Star,Mage,General,Common,Deal $1 damage to a minion and the minions next to it.,Spell,,0,0,0,0
1.0,BOT_020,The Boomsday Project,1.0,,Neutral,1.0,"[{'name': 'Rush'}, {'name': 'Magnetic'}]",Skaterbot,Neutral,Mech,Common,<b>Magnetic</b>\n<b>Rush</b>,Minion,,1,0,1,0
,BOT_263,The Boomsday Project,1.0,,Neutral,,,Soul Infusion,Warlock,General,Rare,Give the\nleft-most minion in your hand +2/+2.,Spell,,0,0,0,0
0.0,BOT_558,The Boomsday Project,1.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Test Subject,Priest,General,Rare,[x]<b>Deathrattle:</b> Return any\nspells you cast on this\nminion to your hand.,Minion,,1,0,1,0
,BOT_568,The Boomsday Project,1.0,,Neutral,,,The Soularium,Warlock,General,Legendary,"Draw 3 cards.\nAt the end of your turn, discard them.",Spell,,0,0,0,0
,BOT_451,The Boomsday Project,1.0,,Neutral,,"[{'name': 'Overload'}, {'name': 'Rush'}]",Voltaic Burst,Shaman,General,Rare,Summon two 1/1 Sparks with <b>Rush</b>. <b>Overload:</b> (1),Spell,,0,0,0,0
,BOT_101,The Boomsday Project,2.0,,Neutral,,,Astral Rift,Mage,General,Rare,Add 2 random minions to your hand.,Spell,,0,0,0,0
,BOT_033,The Boomsday Project,2.0,,Neutral,,[{'name': 'AffectedBySpellPower'}],Bomb Toss,Hunter,General,Common,Deal $2 damage. Summon a 0/2 Goblin_Bomb.,Spell,,0,0,0,0
2.0,BOT_531,The Boomsday Project,2.0,,Neutral,1.0,"[{'name': 'Battlecry'}, {'name': 'Spell Damage'}]",Celestial Emissary,Mage,Elemental,Rare,<b>Battlecry:</b> Your next spell_this turn has <b>Spell_Damage +2</b>.,Minion,,1,0,1,0
1.0,BOT_414,The Boomsday Project,2.0,,Neutral,2.0,"[{'name': 'Divine Shield'}, {'name': 'Stealth'}]",Cloakscale Chemist,Neutral,General,Common,<b>Stealth</b>\n<b>Divine Shield</b>,Minion,,1,0,1,0
,BOT_435,The Boomsday Project,2.0,,Neutral,,[{'name': 'Discover'}],Cloning Device,Priest,General,Common,<b>Discover</b> a copy of a minion in your opponent's deck.,Spell,,0,0,0,0
1.0,BOT_236,The Boomsday Project,2.0,,Neutral,2.0,"[{'name': 'Lifesteal'}, {'name': 'Divine Shield'}]",Crystalsmith Kangor,Paladin,General,Legendary,"<b>Divine Shield</b>, <b>Lifesteal</b>\nYour healing is doubled.",Minion,,1,0,1,0
,BOT_909,The Boomsday Project,2.0,,Neutral,,,Crystology,Paladin,General,Rare,[x]Draw two 1-Attack\nminions from your deck.,Spell,,0,0,0,0
,BOT_438,The Boomsday Project,2.0,,Neutral,,[{'name': 'Deathrattle'}],Cybertech Chip,Hunter,General,Rare,"Give your minions ""<b>Deathrattle:</b> Add a random Mech to your_hand.""",Spell,,0,0,0,0
2.0,BOT_509,The Boomsday Project,2.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Dead Ringer,Priest,Mech,Common,<b>Deathrattle:</b> Draw a <b>Deathrattle</b> minion from your deck.,Minion,,1,0,1,0
,BOT_913,The Boomsday Project,2.0,,Neutral,,,Demonic Project,Warlock,General,Common,Each player transforms a random minion in their hand into a Demon.,Spell,,0,0,0,0
2.0,BOT_419,The Boomsday Project,2.0,,Neutral,3.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",Dendrologist,Druid,General,Rare,"<b>Battlecry:</b> If you control a Treant, <b>Discover</b> a spell.",Minion,,1,0,1,0
,BOT_093,The Boomsday Project,2.0,,Neutral,,,Elementary Reaction,Shaman,General,Common,Draw a card. Copy it if_you played an Elemental last turn.,Spell,,0,0,0,0
2.0,BOT_038,The Boomsday Project,2.0,,Neutral,1.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",Fireworks Tech,Hunter,General,Rare,"[x]<b>Battlecry:</b> Give a friendly\nMech +1/+1. If it has\n<b>Deathrattle</b>, trigger it.",Minion,,1,0,1,0
1.0,BOT_907,The Boomsday Project,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Galvanizer,Neutral,Mech,Rare,[x]<b>Battlecry:</b> Reduce the\nCost of Mechs in your\nhand by (1).,Minion,,1,0,1,0
,BOT_437,The Boomsday Project,2.0,,Neutral,,[{'name': 'Rush'}],Goblin Prank,Hunter,General,Epic,Give a friendly minion +3/+3 and <b>Rush</b>. It_dies at end of turn.,Spell,,0,0,0,0
3.0,BOT_288,The Boomsday Project,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Lab Recruiter,Rogue,General,Common,<b>Battlecry:</b> Shuffle 3 copies of a friendly minion into your deck.,Minion,,1,0,1,0
2.0,BOT_533,The Boomsday Project,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Menacing Nimbus,Shaman,Elemental,Common,<b>Battlecry:</b> Add a random Elemental to your hand.,Minion,,1,0,1,0
2.0,BOT_543,The Boomsday Project,2.0,,Neutral,3.0,"[{'name': 'Battlecry'}, {'name': 'Lifesteal'}]",Omega Mind,Shaman,General,Epic,"[x]<b>Battlecry:</b> If you have 10\nMana Crystals, your spells\n have <b>Lifesteal</b> this turn.",Minion,,1,0,1,0
1.0,BOT_283,The Boomsday Project,2.0,,Neutral,1.0,[{'name': 'Battlecry'}],Pogo-Hopper,Rogue,Mech,Rare,[x]<b>Battlecry:</b> Gain +2/+2 for\neach other Pogo-Hopper\nyou played this game.,Minion,,1,0,1,0
,BOT_600,The Boomsday Project,2.0,,Neutral,,,Research Project,Mage,General,Common,Each player draws 2_cards.,Spell,,0,0,0,0
,BOT_067,The Boomsday Project,2.0,,Neutral,,[{'name': 'Rush'}],Rocket Boots,Warrior,General,Common,Give a minion <b>Rush</b>. Draw a card.,Spell,,0,0,0,0
2.0,BOT_538,The Boomsday Project,2.0,,Neutral,1.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}]",Spark Engine,Neutral,Mech,Rare,<b>Battlecry:</b> Add a \n1/1 Spark with <b>Rush</b> to_your hand.,Minion,,1,0,1,0
,BOT_222,The Boomsday Project,2.0,,Neutral,,,Spirit Bomb,Warlock,General,Common,Deal $4 damage to a minion and your hero.,Spell,,0,0,0,0
2.0,BOT_083,The Boomsday Project,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Toxicologist,Neutral,General,Common,<b>Battlecry:</b> Give your weapon +1 Attack.,Minion,,1,0,1,0
2.0,BOT_098,The Boomsday Project,2.0,,Neutral,4.0,,Unpowered Mauler,Neutral,Mech,Rare,Can only attack if you cast a spell this turn.,Minion,,1,0,1,0
1.0,BOT_309,The Boomsday Project,2.0,,Neutral,5.0,,Upgradeable Framebot,Neutral,Mech,Common, ,Minion,,1,0,1,0
2.0,BOT_035,The Boomsday Project,2.0,,Neutral,2.0,"[{'name': 'Magnetic'}, {'name': 'Poisonous'}]",Venomizer,Hunter,Mech,Common,<b>Magnetic</b>\n<b>Poisonous</b>,Minion,,1,0,1,0
2.0,BOT_443,The Boomsday Project,2.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Void Analyst,Warlock,Demon,Rare,<b>Deathrattle:</b> Give all Demons in your hand +1/+1.,Minion,,1,0,1,0
,BOT_042,The Boomsday Project,2.0,,Neutral,,,Weapons Project,Warrior,General,Common,Each player equips a 2/3 Weapon and\ngains 6 Armor.,Spell,,0,0,0,0
2.0,BOT_431,The Boomsday Project,2.0,,Neutral,1.0,[{'name': 'Battlecry'}],Whirliglider,Neutral,General,Common,<b>Battlecry:</b> Summon a 0/2_Goblin Bomb.,Minion,,1,0,1,0
3.0,BOT_559,The Boomsday Project,3.0,,Neutral,4.0,,Augmented Elekk,Neutral,Beast,Epic,"Whenever you shuffle a card into a deck, shuffle in_an extra copy.",Minion,,1,0,1,0
3.0,BOT_413,The Boomsday Project,3.0,,Neutral,1.0,[{'name': 'Battlecry'}],Brainstormer,Neutral,General,Common,[x]<b>Battlecry:</b> Gain +1 Health\nfor each spell in your hand.,Minion,,1,0,1,0
1.0,BOT_021,The Boomsday Project,3.0,,Neutral,5.0,"[{'name': 'Taunt'}, {'name': 'Magnetic'}]",Bronze Gatekeeper,Neutral,Mech,Common,<b>Magnetic</b>\n<b>Taunt</b>,Minion,,1,0,1,0
2.0,BOT_224,The Boomsday Project,3.0,,Neutral,2.0,[{'name': 'Battlecry'}],Doubling Imp,Warlock,Demon,Common,<b>Battlecry:</b> Summon a copy of this minion.,Minion,,1,0,1,0
3.0,BOT_411,The Boomsday Project,3.0,,Neutral,3.0,[{'name': 'Battlecry'}],Electra Stormsurge,Shaman,Elemental,Legendary,<b>Battlecry:</b> Your next spell this turn casts twice.,Minion,,1,0,1,0
3.0,BOT_550,The Boomsday Project,3.0,,Neutral,3.0,[{'name': 'Battlecry'}],Electrowright,Neutral,General,Common,"<b>Battlecry:</b> If you're holding a spell that costs (5) or more, gain +1/+1.",Minion,,1,0,1,0
,BOT_219,The Boomsday Project,3.0,,Neutral,,,Extra Arms,Priest,General,Rare,[x]Give a minion +2/+2.\nAdd 'More Arms!' to your\nhand that gives +2/+2.,Spell,,0,0,0,0
2.0,BOT_606,The Boomsday Project,3.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Kaboom Bot,Neutral,Mech,Common,<b>Deathrattle:</b> Deal 4_damage to a random enemy minion.,Minion,,1,0,1,0
,BOT_420,The Boomsday Project,3.0,,Neutral,,,Landscaping,Druid,General,Common,Summon two 2/2 Treants.,Spell,,0,0,0,0
2.0,BOT_535,The Boomsday Project,3.0,,Neutral,1.0,[{'name': 'Battlecry'}],Microtech Controller,Neutral,General,Common,<b>Battlecry:</b> Summon two 1/1 Microbots.,Minion,,1,0,1,0
3.0,BOT_286,The Boomsday Project,3.0,2.0,Neutral,,[{'name': 'Deathrattle'}],Necrium Blade,Rogue,General,Rare,<b>Deathrattle:</b> Trigger the <b>Deathrattle</b> of a random friendly minion.,Weapon,,1,1,0,0
1.0,BOT_226,The Boomsday Project,3.0,,Neutral,5.0,[{'name': 'Battlecry'}],Nethersoul Buster,Warlock,Demon,Rare,<b>Battlecry:</b> Gain +1 Attack for each damage your hero has taken this turn.,Minion,,1,0,1,0
3.0,BOT_216,The Boomsday Project,3.0,,Neutral,4.0,[{'name': 'Battlecry'}],Omega Medic,Priest,General,Rare,"<b>Battlecry:</b> If you have 10 Mana Crystals, restore #10 Health to your hero.",Minion,,1,0,1,0
2.0,BOT_251,The Boomsday Project,3.0,,Neutral,2.0,"[{'name': 'Magnetic'}, {'name': 'Deathrattle'}]",Spider Bomb,Hunter,Mech,Rare,<b>Magnetic</b>\n<b>Deathrattle:</b> Destroy a random_enemy_minion.,Minion,,1,0,1,0
2.0,BOT_308,The Boomsday Project,3.0,,Neutral,1.0,[{'name': 'Battlecry'}],Spring Rocket,Neutral,Mech,Common,<b>Battlecry:</b> Deal 2 damage.,Minion,,1,0,1,0
2.0,BOT_103,The Boomsday Project,3.0,,Neutral,4.0,,Stargazer Luna,Mage,General,Legendary,"After you play the\nright-most card in your hand, draw a card.",Minion,,1,0,1,0
,BOT_084,The Boomsday Project,3.0,,Neutral,,[{'name': 'Deathrattle'}],Violet Haze,Rogue,General,Common,Add 2 random <b>Deathrattle</b> cards to_your hand.,Spell,,0,0,0,0
,BOT_087,The Boomsday Project,4.0,,Neutral,,,Academic Espionage,Rogue,General,Epic,Shuffle 10 cards from your opponent's class into your deck. They_cost (1).,Spell,,0,0,0,0
2.0,BOT_911,The Boomsday Project,4.0,,Neutral,4.0,"[{'name': 'Magnetic'}, {'name': 'Divine Shield'}, {'name': 'Taunt'}]",Annoy-o-Module,Paladin,Mech,Rare,<b>Magnetic</b>\n<b>Divine Shield</b>\n<b>Taunt</b>,Minion,,1,0,1,0
2.0,BOT_565,The Boomsday Project,4.0,,Neutral,4.0,"[{'name': 'Deathrattle'}, {'name': 'Rush'}, {'name': 'Poisonous'}]",Blightnozzle Crawler,Rogue,Mech,Rare,<b>Deathrattle:</b> Summon a 1/1 Ooze with <b>Poisonous</b> and <b>Rush</b>.,Minion,,1,0,1,0
4.0,BOT_562,The Boomsday Project,4.0,,Horde,4.0,"[{'name': 'Stealth'}, {'name': 'Battlecry'}]",Coppertail Imposter,Neutral,Mech,Common,<b>Battlecry:</b> Gain <b>Stealth</b> until your next turn.,Minion,,1,0,1,0
4.0,BOT_604,The Boomsday Project,4.0,,Neutral,3.0,[{'name': 'Spell Damage'}],Cosmic Anomaly,Mage,Elemental,Common,<b>Spell Damage +2</b>,Minion,,1,0,1,0
3.0,BOT_532,The Boomsday Project,4.0,,Horde,2.0,[{'name': 'Battlecry'}],Explodinator,Neutral,Mech,Common,<b>Battlecry:</b> Summon two 0/2 Goblin Bombs.,Minion,,1,0,1,0
3.0,BOT_434,The Boomsday Project,4.0,,Neutral,4.0,,Flobbidinous Floop,Druid,General,Legendary,"While in your hand, this is a 3/4 copy of the last minion you played.",Minion,,1,0,1,0
5.0,BOT_555,The Boomsday Project,4.0,,Neutral,6.0,[{'name': 'Stealth'}],Harbinger Celestia,Neutral,General,Legendary,"[x]<b>Stealth</b>\nAfter your opponent plays\na minion, become a\ncopy of it.",Minion,,1,0,1,0
,BOT_404,The Boomsday Project,4.0,,Neutral,,,Juicy Psychmelon,Druid,General,Epic,"Draw a 7, 8, 9, and\n10-Cost minion\n from your deck.",Spell,,0,0,0,0
2.0,BOT_296,The Boomsday Project,4.0,,Neutral,6.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Omega Defender,Neutral,General,Epic,"[x]<b>Taunt</b>\n<b>Battlecry:</b> If you have\n10 Mana Crystals,\ngain +10 Attack.",Minion,,1,0,1,0
4.0,BOT_267,The Boomsday Project,4.0,,Neutral,3.0,[{'name': 'Deathrattle'}],Piloted Reaper,Neutral,Mech,Common,<b>Deathrattle:</b> Summon a random minion from\nyour hand that costs (2) or less.,Minion,,1,0,1,0
,BOT_436,The Boomsday Project,4.0,,Neutral,,,Prismatic Lens,Paladin,General,Epic,Draw a minion and a spell from your deck. Swap their Costs.,Spell,,0,0,0,0
3.0,BOT_312,The Boomsday Project,4.0,,Neutral,1.0,"[{'name': 'Magnetic'}, {'name': 'Deathrattle'}]",Replicating Menace,Neutral,Mech,Rare,<b>Magnetic</b>\n<b>Deathrattle:</b> Summon three 1/1 Microbots.,Minion,,1,0,1,0
5.0,BOT_603,The Boomsday Project,4.0,,Neutral,1.0,[{'name': 'Rush'}],Steel Rager,Neutral,Mech,Common,<b>Rush</b>,Minion,,1,0,1,0
3.0,BOT_291,The Boomsday Project,4.0,,Neutral,4.0,[{'name': 'Battlecry'}],Storm Chaser,Shaman,Elemental,Rare,<b>Battlecry:</b> Draw a spell from your deck that costs_(5) or more.,Minion,,1,0,1,0
3.0,BOT_407,The Boomsday Project,4.0,,Neutral,5.0,"[{'name': 'Overload'}, {'name': 'Rush'}]",Thunderhead,Shaman,Elemental,Epic,"[x]After you play a card with\n<b>Overload</b>, summon two\n1/1 Sparks with <b>Rush</b>.",Minion,,1,0,1,0
,BOT_254,The Boomsday Project,4.0,,Neutral,,,Unexpected Results,Mage,General,Epic,[x]Summon two random\n$2-Cost minions <i>(improved\nby <b>Spell Damage</b>)</i>.,Spell,,0,0,0,0
4.0,BOT_401,The Boomsday Project,4.0,,Neutral,3.0,[{'name': 'Deathrattle'}],Weaponized Piñata,Neutral,Mech,Epic,<b>Deathrattle:</b> Add a random <b>Legendary</b> minion to your_hand.,Minion,,1,0,1,0
4.0,BOT_914,The Boomsday Project,4.0,,Neutral,5.0,,Whizbang the Wonderful,Neutral,General,Legendary,You start the game with one of Whizbang's Wonderful Decks!,Minion,,1,0,1,0
4.0,BOT_576,The Boomsday Project,5.0,,Neutral,4.0,[{'name': 'Combo'}],Crazed Chemist,Rogue,General,Common,<b>Combo:</b> Give a friendly minion +4 Attack.,Minion,,1,0,1,0
3.0,BOT_104,The Boomsday Project,5.0,,Neutral,4.0,[{'name': 'Battlecry'}],Dyn-o-matic,Warrior,Mech,Rare,<b>Battlecry:</b> Deal 5 damage randomly split among all minions_except_Mechs.,Minion,,1,0,1,0
3.0,BOT_540,The Boomsday Project,5.0,,Neutral,3.0,[{'name': 'Battlecry'}],E.M.P. Operative,Neutral,General,Epic,<b>Battlecry:</b> Destroy a Mech.,Minion,,1,0,1,0
3.0,BOT_280,The Boomsday Project,5.0,,Neutral,3.0,,Holomancer,Neutral,General,Epic,"After your opponent plays a minion, summon a 1/1_copy of it.",Minion,,1,0,1,0
6.0,BOT_544,The Boomsday Project,5.0,,Neutral,6.0,[{'name': 'Battlecry'}],Loose Specimen,Neutral,Beast,Epic,<b>Battlecry:</b> Deal 6 damage randomly split among other friendly minions.,Minion,,1,0,1,0
0.0,BOT_537,The Boomsday Project,5.0,,Neutral,5.0,[{'name': 'Deathrattle'}],Mechano-Egg,Paladin,Mech,Common,<b>Deathrattle:</b> Summon an 8/8 Robosaur.,Minion,,1,0,1,0
4.0,BOT_243,The Boomsday Project,5.0,,Neutral,2.0,"[{'name': 'Deathrattle'}, {'name': 'Battlecry'}, {'name': 'Discover'}]",Myra Rotspring,Rogue,General,Legendary,[x]<b>Battlecry:</b> <b>Discover</b> a\n<b>Deathrattle</b> minion. Also\ngain its <b>Deathrattle</b>.,Minion,,1,0,1,0
,BOT_242,The Boomsday Project,5.0,,Neutral,,,Myra's Unstable Element,Rogue,General,Legendary,Draw the rest of\nyour deck.,Spell,,0,0,0,0
0.0,BOT_508,The Boomsday Project,5.0,,Neutral,0.0,[{'name': 'Deathrattle'}],Necrium Vial,Rogue,General,Epic,Trigger a friendly minion's <b>Deathrattle</b> twice.,Spell,,1,0,1,0
3.0,BOT_039,The Boomsday Project,5.0,,Neutral,6.0,"[{'name': 'Deathrattle'}, {'name': 'Aura'}]",Necromechanic,Hunter,General,Epic,Your <b>Deathrattles</b> trigger twice.,Minion,,1,0,1,0
4.0,BOT_536,The Boomsday Project,5.0,,Neutral,5.0,[{'name': 'Battlecry'}],Omega Agent,Warlock,General,Epic,"[x]<b>Battlecry:</b> If you have 10\nMana Crystals, summon\n_2 copies of this minion.",Minion,,1,0,1,0
,BOT_529,The Boomsday Project,5.0,,Neutral,,,Power Word: Replicate,Priest,General,Epic,Choose a friendly minion. Summon a 5/5 copy of it.,Spell,,0,0,0,0
4.0,BOT_566,The Boomsday Project,5.0,,Neutral,6.0,"[{'name': 'Aura'}, {'name': 'Deathrattle'}]",Reckless Experimenter,Priest,General,Epic,"[x]<b>Deathrattle</b> minions you\nplay cost (3) less, but die\nat the end of the turn.",Minion,,1,0,1,0
2.0,BOT_050,The Boomsday Project,5.0,,Neutral,6.0,"[{'name': 'Lifesteal'}, {'name': 'Taunt'}]",Rusty Recycler,Neutral,Mech,Common,<b>Taunt</b>\n<b>Lifesteal</b>,Minion,,1,0,1,0
5.0,BOT_511,The Boomsday Project,5.0,,Neutral,5.0,[{'name': 'Battlecry'}],Seaforium Bomber,Neutral,General,Epic,"[x]<b>Battlecry:</b> Shuffle a Bomb\ninto your opponent's deck.\nWhen drawn, it explodes\nfor 5 damage.",Minion,,1,0,1,0
,BOT_234,The Boomsday Project,5.0,,Neutral,,,Shrink Ray,Paladin,General,Rare,Set the Attack and Health of all minions\nto 1.,Spell,,0,0,0,0
4.0,BOT_573,The Boomsday Project,5.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Secret'}]",Subject 9,Neutral,Beast,Legendary,<b>Battlecry:</b> Draw 5 different <b>Secrets</b> from your deck.,Minion,,1,0,1,0
1.0,BOT_406,The Boomsday Project,5.0,3.0,Neutral,0.0,,Supercollider,Warrior,General,Epic,"[x]After you attack a minion,\nforce it to attack one\nof its neighbors.",Weapon,,1,1,1,0
5.0,BOT_563,The Boomsday Project,5.0,,Neutral,5.0,[{'name': 'Magnetic'}],Wargear,Neutral,Mech,Common,<b>Magnetic</b>,Minion,,1,0,1,0
3.0,BOT_548,The Boomsday Project,5.0,,Neutral,2.0,"[{'name': 'Magnetic'}, {'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Lifesteal'}, {'name': 'Rush'}]",Zilliax,Neutral,Mech,Legendary,"<b>Magnetic</b>\n<b><b>Divine Shield</b>, <b>Taunt</b>, Lifesteal, Rush</b>",Minion,,1,0,1,0
3.0,BOT_539,The Boomsday Project,6.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",Arcane Dynamo,Neutral,General,Rare,<b>Battlecry:</b> <b>Discover</b> a spell that costs (5) or more.,Minion,,1,0,1,0
5.0,BOT_448,The Boomsday Project,6.0,,Horde,12.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Damaged Stegotron,Neutral,Mech,Common,<b>Taunt</b>\n<b>Battlecry:</b> Deal 6 damage to this minion.,Minion,,1,0,1,0
,BOT_521,The Boomsday Project,6.0,,Neutral,,,Ectomancy,Warlock,General,Epic,Summon copies of all Demons you control.,Spell,,0,0,0,0
0.0,BOT_099,The Boomsday Project,6.0,,Neutral,0.0,,Eureka!,Shaman,General,Rare,Summon a copy of_a_random minion from your hand.,Spell,,1,0,1,0
3.0,BOT_910,The Boomsday Project,6.0,,Neutral,4.0,[{'name': 'Battlecry'}],Glowstone Technician,Paladin,General,Epic,<b>Battlecry:</b> Give all minions in your hand +2/+2.,Minion,,1,0,1,0
2.0,BOT_066,The Boomsday Project,6.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Mechanical Whelp,Neutral,Mech,Rare,<b>Deathrattle:</b> Summon a 7/7 Mechanical Dragon.,Minion,,1,0,1,0
3.0,BOT_601,The Boomsday Project,6.0,,Neutral,3.0,[{'name': 'Battlecry'}],Meteorologist,Mage,General,Rare,"<b>Battlecry:</b> For each card in your hand, deal 1 damage to a random enemy.",Minion,,1,0,1,0
4.0,BOT_107,The Boomsday Project,6.0,,Neutral,4.0,[{'name': 'Magnetic'}],Missile Launcher,Neutral,Mech,Rare,"[x]<b>Magnetic</b>\nAt the end of your turn,\ndeal 1 damage to all\nother characters.",Minion,,1,0,1,0
2.0,BOT_218,The Boomsday Project,6.0,,Neutral,5.0,[{'name': 'Taunt'}],Security Rover,Warrior,Mech,Rare,"[x]Whenever this minion\ntakes damage, summon a\n2/3 Mech with <b>Taunt</b>.",Minion,,1,0,1,0
5.0,BOT_102,The Boomsday Project,6.0,,Neutral,1.0,"[{'name': 'Deathrattle'}, {'name': 'Rush'}]",Spark Drill,Neutral,Mech,Rare,<b>Rush</b>\n<b>Deathrattle:</b> Add two\n1/1 Sparks with <b>Rush</b> to your hand.,Minion,,1,0,1,0
3.0,BOT_422,The Boomsday Project,6.0,,Neutral,4.0,,Tending Tauren,Druid,General,Rare,[x]<b>Choose One -</b> Give your\nother minions +1/+1;\nor Summon two\n2/2 Treants.,Minion,,1,0,1,0
5.0,BOT_258,The Boomsday Project,6.0,,Neutral,5.0,[{'name': 'Deathrattle'}],"Zerek, Master Cloner",Priest,General,Legendary,"<b>Deathrattle:</b> If you've cast any spells on this minion, resummon it.",Minion,,1,0,1,0
5.0,BOT_256,The Boomsday Project,7.0,,Neutral,5.0,[{'name': 'Battlecry'}],Astromancer,Mage,General,Epic,[x]<b>Battlecry:</b> Summon a\nrandom minion with Cost\nequal to your hand size.,Minion,,1,0,1,0
3.0,BOT_237,The Boomsday Project,7.0,,Neutral,8.0,[{'name': 'Magnetic'}],Beryllium Nullifier,Warrior,Mech,Epic,<b>Magnetic</b>\nCan't be targeted by spells or Hero Powers.,Minion,,1,0,1,0
5.0,BOT_034,The Boomsday Project,7.0,,Neutral,5.0,[{'name': 'Battlecry'}],Boommaster Flark,Hunter,General,Legendary,<b>Battlecry:</b> Summon four 0/2 Goblin Bombs.,Minion,,1,0,1,0
,BOT_238,The Boomsday Project,7.0,,Neutral,30.0,"[{'name': 'Battlecry'}, {'name': 'Rush'}]","Dr. Boom, Mad Genius",Warrior,General,Legendary,"<b>Battlecry:</b> For the rest of the game, your Mechs have <b>Rush</b>.",Hero,7.0,0,0,1,1
4.0,BOT_423,The Boomsday Project,7.0,,Neutral,4.0,,Dreampetal Florist,Druid,General,Epic,"At the end of your turn, reduce the Cost of a random minion in your hand by (7).",Minion,,1,0,1,0
